ID,gre,mesoregiao,tipoEscola,serie,sexo,idade,afTL,diasAFMV,afmvH,afmvMin,tvSemH,tvSemMin,tvFdsH,tvFdsMin,mediaTV_sem,media_sed_tv,pcSemH,pcSemMin,pcFdsH,pcFdsMin,mediaPC_sem,media_sed_pc,vgSemH,vgSemMin,vgFdsH,vgFdsMin,mediaVG_sem,media_sed_vg,sptSemH,sptSemMin,sptFdsH,sptFdsMin,mediaSPT_sem,media_sed_spt,massa,estatura
915,2,1,3,1,1,17,1,6,101,20,0,30,2,0,0.93,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,2,0,2,0,2.00,2,55.0,173.0
916,2,1,3,1,1,17,1,6,1,0,1,30,1,30,1.50,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,10,0,10,0,10.00,1,49.5,164.0
917,2,1,3,1,2,15,1,2,1,50,2,0,5,30,3.00,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,3,0,0.86,2,63.0,173.0
918,2,1,3,1,1,17,1,2,0,20,0,15,0,30,0.32,2,0,50,0,60,0.88,2,0,0,0,0,0.00,2,0,40,0,60,0.76,2,65.9,168.0
919,2,1,3,1,2,16,1,3,0,50,1,0,2,0,1.29,2,2,0,0,0,1.43,2,0,0,0,0,0.00,2,20,0,20,0,20.00,1,40.6,157.0
920,2,1,3,1,2,18,2,1,0,0,9,0,0,0,6.43,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,49.5,156.0
921,2,1,3,1,2,17,2,1,0,50,1,20,1,0,1.24,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,50,3,0,1.45,2,58.2,156.0
922,2,1,3,1,2,18,2,1,0,0,54,0,0,0,38.57,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,47.4,151.0
923,2,1,3,1,2,17,2,1,1,30,0,0,0,0,0.00,2,,,,,0.00,,,,,,0.00,,2,30,2,30,2.50,1,67.6,166.0
924,2,1,3,1,1,18,1,7,5,50,0,0,0,0,0.00,2,0,0,0,0,0.00,2,1,0,3,0,1.57,2,10,0,18,0,12.29,1,59.5,169.5
925,2,1,1,3,2,17,2,1,0,0,1,30,1,30,1.50,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,24,0,24,0,24.00,1,83.1,159.0
926,2,1,1,3,2,19,2,1,1,30,4,0,1,0,3.14,1,0,0,2,0,0.57,2,0,0,0,0,0.00,2,0,0,5,0,1.43,2,66.1,165.0
927,2,1,1,3,2,17,2,1,0,0,3,0,1,0,2.43,1,2,0,4,0,2.57,1,0,0,0,0,0.00,2,10,0,17,0,12.00,1,31.7,146.0
928,2,1,1,3,2,17,2,2,1,0,0,20,0,0,0.24,2,8,0,6,30,7.57,1,0,0,0,0,0.00,2,0,50,10,0,3.45,1,83.7,173.0
929,2,1,1,3,2,17,1,3,0,30,4,0,4,0,4.00,1,3,0,1,0,2.43,1,0,0,0,0,0.00,2,1,0,0,0,0.71,2,43.7,167.0
930,2,1,1,3,2,18,2,4,1,0,1,0,4,0,1.86,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,24,0,20,0,22.86,1,75.7,167.0
931,2,1,1,3,2,17,2,2,1,0,5,0,1,0,3.86,1,3,0,5,0,3.57,1,0,0,0,0,0.00,2,6,0,10,0,7.14,1,61.7,158.0
932,2,1,1,3,2,19,2,1,12,0,2,0,1,0,1.71,2,8,0,10,0,8.57,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,46.1,155.0
933,2,1,1,3,2,18,2,1,0,0,5,0,24,0,10.43,1,3,30,24,0,9.36,1,0,0,0,0,0.00,2,24,0,24,0,24.00,1,53.7,162.0
934,2,1,1,3,2,18,2,1,0,0,2,0,1,0,1.71,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,10,0,17,0,12.00,1,60.1,170.0
935,2,1,1,3,2,18,2,1,0,0,1,30,1,0,1.36,2,0,30,0,0,0.36,2,0,0,0,0,0.00,2,8,0,10,0,8.57,1,50.3,158.0
936,2,1,1,3,1,17,1,1,0,0,4,30,7,0,5.21,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,8,0,16,0,10.29,1,55.2,162.0
937,2,1,1,3,2,17,2,8,1,0,1,30,1,0,1.36,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,18,0,20,0,18.57,1,96.6,171.0
938,2,1,1,3,2,17,1,3,0,30,3,0,5,0,3.57,1,0,0,1,0,0.29,2,0,0,0,0,0.00,2,9,0,10,0,9.29,1,73.5,161.0
939,2,1,1,3,1,16,1,8,3,0,0,30,2,0,0.93,2,3,0,2,0,2.71,1,3,30,3,0,3.36,1,10,0,10,0,10.00,1,72.4,175.0
940,2,1,1,3,1,18,1,5,0,40,2,0,5,0,2.86,1,0,0,0,0,0.00,2,2,0,0,0,1.43,2,10,0,12,0,10.57,1,71.6,173.0
941,2,1,1,3,1,16,2,6,1,0,0,30,0,0,0.36,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,4,0,6,0,4.57,1,50.5,170.0
942,2,1,1,3,1,17,1,7,3,0,1,30,1,0,1.36,2,2,0,3,0,2.29,1,0,0,0,0,0.00,2,18,0,16,0,17.43,1,51.8,162.0
943,2,1,1,3,1,17,1,7,1,45,0,0,0,30,0.14,2,2,0,4,0,2.57,1,1,0,2,0,1.29,2,5,0,5,0,5.00,1,66.0,170.0
944,2,1,1,3,1,17,1,7,1,0,1,0,3,0,1.57,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,3,0,8,0,4.43,1,66.5,174.0
945,2,1,1,3,1,18,1,6,1,0,2,0,3,0,2.29,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,6,0,6,0,6.00,1,58.3,170.0
946,2,1,1,3,1,16,1,3,0,45,2,30,4,0,2.93,1,4,0,2,0,3.43,1,0,0,0,0,0.00,2,2,0,3,0,2.29,1,73.4,181.0
947,2,1,1,3,2,19,1,3,2,0,0,30,0,30,0.50,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,4,0,4,0,4.00,1,48.1,166.8
948,2,1,1,3,1,18,1,2,6,30,3,0,2,0,2.71,1,5,0,3,0,4.43,1,0,0,0,0,0.00,2,3,0,12,0,5.57,1,56.3,172.0
949,2,1,1,3,1,18,1,8,3,0,0,0,0,0,0.00,2,0,0,0,30,0.14,2,0,0,0,0,0.00,2,10,0,10,0,10.00,1,70.8,174.4
950,2,1,1,3,1,18,1,7,1,30,1,0,0,30,0.86,2,1,0,1,0,1.00,2,2,0,1,0,1.71,2,20,0,21,0,20.29,1,68.5,176.9
951,2,1,1,3,1,17,2,1,0,30,2,0,5,0,2.86,1,2,0,4,30,2.71,1,2,0,5,0,2.86,1,10,0,15,0,11.43,1,79.7,170.0
952,2,1,1,3,1,17,1,3,0,20,0,40,2,30,1.19,2,12,0,14,0,12.57,1,0,0,1,30,0.43,2,0,0,0,0,0.00,2,78.5,168.0
953,2,1,1,3,2,16,1,4,2,0,5,0,4,0,4.71,1,2,0,3,0,2.29,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,52.1,164.6
954,2,1,1,3,1,17,1,7,13,30,0,0,0,30,0.14,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,12,0,20,0,14.29,1,51.9,166.0
955,2,1,1,3,2,18,1,6,1,30,1,30,5,0,2.50,1,3,2,0,0,2.17,1,0,0,0,0,0.00,2,3,0,24,0,9.00,1,65.0,160.5
956,10,3,2,2,1,16,2,1,2,0,3,0,2,0,2.71,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,59.1,169.0
957,10,3,2,2,1,18,1,4,2,30,1,0,0,20,0.81,2,7,0,7,0,7.00,1,0,0,0,0,0.00,2,10,0,0,0,7.14,1,96.8,183.6
958,10,3,2,2,1,18,2,1,0,0,4,0,7,0,4.86,1,3,0,5,0,3.57,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,,
959,10,3,2,2,1,17,1,7,4,30,1,0,0,30,0.86,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,6,0,6,0,6.00,1,60.4,170.0
960,10,3,2,2,1,16,2,1,0,0,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,1,30,0.43,2,56.6,176.0
961,10,3,2,2,1,16,1,8,1,30,4,0,3,0,3.71,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,3,0,1,30,2.57,1,45.8,176.5
962,10,3,2,2,1,19,1,7,2,20,0,0,2,0,0.57,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,6,30,3,0,5.50,1,76.4,176.0
963,10,3,2,2,2,19,2,8,1,0,2,0,5,0,2.86,1,1,30,3,30,2.07,1,0,0,0,0,0.00,2,8,0,12,0,9.14,1,71.7,154.0
964,10,3,2,2,2,16,1,2,1,30,10,30,5,50,9.17,1,0,0,0,0,0.00,2,4,20,6,40,5.00,1,0,0,0,0,0.00,2,46.5,150.0
965,10,3,2,2,2,15,2,2,0,50,3,0,7,0,4.14,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,6,0,8,0,6.57,1,53.2,156.0
966,10,3,2,2,2,16,1,,0,0,0,10,0,0,0.12,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,12,0,12,0,12.00,1,45.5,161.0
967,10,3,2,2,2,16,2,1,1,30,4,0,6,0,4.57,1,3,30,0,0,2.50,1,0,0,0,0,0.00,2,13,0,14,0,13.29,1,62.7,159.0
968,10,3,2,2,2,18,1,8,3,0,0,30,1,30,0.79,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,30,24,0,7.21,1,59.5,158.0
969,10,3,2,2,2,16,1,3,1,30,2,0,0,30,1.57,2,1,0,0,20,0.81,2,2,30,0,40,1.98,2,6,0,3,0,5.14,1,53.9,159.0
970,10,3,2,2,2,15,2,2,3,0,2,0,0,0,1.43,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,4,0,5,0,4.29,1,50.6,157.0
971,10,3,2,2,2,19,2,6,5,5,1,30,1,0,1.36,2,0,30,3,0,1.21,2,0,0,0,0,0.00,2,0,0,0,30,0.14,2,66.3,148.0
972,10,3,2,2,2,16,2,4,1,0,7,0,5,0,6.43,1,0,30,0,0,0.36,2,0,0,0,0,0.00,2,12,0,15,0,12.86,1,67.3,175.0
973,10,3,2,2,2,16,2,6,1,30,0,30,2,0,0.93,2,1,0,0,0,0.71,2,0,0,0,0,0.00,2,12,0,15,0,12.86,1,49.1,159.7
974,10,3,2,2,2,18,1,2,1,0,0,0,2,30,0.71,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,2,0,12,0,4.86,1,58.1,154.0
975,10,3,2,2,2,17,1,4,1,30,3,0,8,0,4.43,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,7,0,10,0,7.86,1,70.6,154.7
976,10,3,2,2,2,16,2,5,1,0,1,30,2,0,1.64,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,30,0,30,0.50,2,44.9,162.0
977,10,3,2,2,2,18,2,4,0,30,2,50,0,30,2.17,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,5,0,9,45,6.36,1,66.6,164.1
978,10,3,2,2,2,16,1,1,0,30,3,0,0,30,2.29,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,5,0,7,0,5.57,1,46.7,164.0
979,10,3,2,2,2,18,1,8,11,30,1,30,0,30,1.21,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,1,50,0,50,1.55,2,54.3,163.0
980,10,3,2,2,2,17,1,6,1,30,0,0,0,0,0.00,2,2,0,0,0,1.43,2,0,0,0,0,0.00,2,16,0,16,0,16.00,1,66.0,162.2
981,10,3,2,3,1,16,1,4,5,0,0,30,1,0,0.64,2,1,0,1,0,1.00,2,0,0,0,0,0.00,2,8,0,8,0,8.00,1,64.9,177.0
982,10,3,2,3,1,17,1,6,1,30,0,40,1,30,0.90,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,4,0,6,0,4.57,1,57.6,165.0
983,10,3,2,3,1,18,1,8,1,30,1,30,1,0,1.36,2,2,30,2,30,2.50,1,0,0,0,0,0.00,2,4,0,1,0,3.14,1,71.4,183.0
984,10,3,2,3,1,18,1,4,1,30,0,30,1,15,0.71,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,20,1,0,0.52,2,60.5,174.0
985,10,3,2,3,1,18,1,4,1,30,0,20,1,20,0.62,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,3,0,3,0,3.00,1,64.5,178.0
986,10,3,2,3,1,17,1,8,5,0,0,30,4,0,1.50,2,0,0,0,0,0.00,2,0,0,0,30,0.14,2,4,0,1,0,3.14,1,64.1,178.0
987,10,3,2,3,1,17,1,6,1,10,0,0,0,0,0.00,2,0,40,1,30,0.90,2,0,15,0,40,0.37,2,1,30,2,30,1.79,2,91.8,182.0
988,10,3,2,3,1,19,1,5,1,30,0,30,1,20,0.74,2,6,0,10,0,7.14,1,0,30,0,40,0.55,2,0,0,0,0,0.00,2,77.0,185.0
989,10,3,2,3,1,17,1,8,1,30,2,0,4,0,2.57,1,3,0,6,0,3.86,1,4,0,5,0,4.29,1,10,0,16,0,11.71,1,90.8,182.0
990,10,3,2,3,1,17,1,7,1,30,1,0,2,0,1.29,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,5,0,8,0,5.86,1,64.2,165.6
991,10,3,2,3,2,16,2,5,,,2,0,1,30,1.86,2,0,0,0,30,0.14,2,0,0,0,0,0.00,2,0,30,9,0,2.93,1,50.2,163.3
992,10,3,2,3,2,19,2,2,2,30,10,0,1,30,7.57,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,4,0,6,0,4.57,1,62.5,157.0
995,10,3,2,3,2,17,2,7,1,20,1,30,2,10,1.69,2,10,30,2,5,8.10,1,0,0,0,0,0.00,2,13,0,15,30,13.71,1,58.3,164.0
996,10,3,3,2,1,19,2,8,1,0,2,0,4,0,2.57,1,1,0,1,0,1.00,2,0,0,0,0,0.00,2,7,0,7,0,7.00,1,74.0,187.8
997,10,3,3,2,1,19,2,2,0,60,2,30,0,0,1.79,2,1,0,0,0,0.71,2,0,0,0,0,0.00,2,1,60,3,60,2.57,1,46.2,173.0
998,10,3,3,2,1,17,1,4,1,0,0,50,0,0,0.60,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,5,0,3,0,4.43,1,62.3,176.0
999,10,3,3,2,1,19,2,6,1,0,1,0,2,0,1.29,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,3,0,6,0,3.86,1,65.3,173.0
1001,10,3,3,2,1,16,1,6,2,50,5,0,3,0,4.43,1,0,0,0,0,0.00,2,3,0,2,0,2.71,1,10,0,10,0,10.00,1,67.1,162.0
1002,10,3,3,2,1,17,1,1,2,0,0,30,0,30,0.50,2,0,0,0,0,0.00,2,0,20,3,0,1.10,2,4,0,12,0,6.29,1,68.1,171.2
1003,10,3,3,2,1,17,1,6,1,30,1,0,3,0,1.57,2,2,0,0,30,1.57,2,0,30,1,0,0.64,2,4,0,4,0,4.00,1,74.7,177.9
1004,10,3,3,2,1,17,1,6,1,0,0,0,0,0,0.00,2,2,0,2,0,2.00,2,0,0,0,0,0.00,2,2,0,10,0,4.29,1,78.5,183.8
1005,10,3,3,2,1,18,1,7,2,30,0,0,0,0,0.00,2,1,0,3,0,1.57,2,0,0,0,0,0.00,2,12,0,12,0,12.00,1,65.4,172.2
1007,10,3,3,2,1,16,1,6,2,0,3,0,3,0,3.00,1,0,0,0,0,0.00,2,2,0,4,0,2.57,1,12,0,10,0,11.43,1,61.0,174.8
1008,10,3,3,2,1,18,1,4,2,0,1,0,3,30,1.71,2,0,0,0,0,0.00,2,1,0,5,30,2.29,1,12,0,6,0,10.29,1,60.5,163.0
1009,10,3,3,2,2,16,1,6,1,30,3,0,12,0,5.57,1,2,0,11,30,4.71,1,0,0,0,0,0.00,2,24,0,24,0,24.00,1,56.9,167.0
1010,10,3,3,2,2,19,1,5,1,30,2,0,0,30,1.57,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,30,15,0,4.64,1,76.5,161.2
1011,10,3,3,2,2,17,1,8,5,0,6,0,2,0,4.86,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,1,0,10,0,3.57,1,54.1,155.5
1012,10,3,3,2,2,16,2,3,1,30,2,30,3,50,2.88,1,24,0,24,0,24.00,1,0,0,0,0,0.00,2,5,0,24,0,10.43,1,51.5,167.2
1013,10,3,3,2,2,17,1,6,1,30,2,30,12,0,5.21,1,1,30,1,30,1.50,2,0,0,0,0,0.00,2,6,0,14,0,8.29,1,54.2,155.2
1014,10,3,1,1,1,18,1,3,1,50,0,30,3,0,1.21,2,,,,,0.00,,,,,,0.00,,2,10,2,30,2.26,1,53.5,168.5
1015,10,3,1,1,1,15,2,6,2,30,0,40,0,20,0.57,2,3,0,1,0,2.43,1,5,0,4,0,4.71,1,1,0,1,0,1.00,2,51.2,162.0
1016,10,3,1,1,1,17,1,3,1,10,2,5,1,10,1.82,2,2,0,0,0,1.43,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,59.8,174.0
1017,10,3,1,1,1,15,1,7,4,0,1,0,1,0,1.00,2,4,0,5,0,4.29,1,1,0,1,0,1.00,2,5,0,7,0,5.57,1,48.6,159.0
1018,10,3,1,1,1,16,1,2,2,0,2,0,3,0,2.29,1,0,0,0,0,0.00,2,2,0,1,0,1.71,2,1,0,2,0,1.29,2,75.7,177.0
1020,10,3,1,1,1,14,2,2,2,30,8,50,2,0,6.88,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,58.2,167.0
1021,10,3,1,1,1,14,1,3,2,0,0,40,0,50,0.71,2,0,0,1,0,0.29,2,0,0,0,0,0.00,2,10,0,10,0,10.00,1,61.1,161.0
1022,10,3,1,1,1,17,2,5,1,0,4,0,8,0,5.14,1,1,0,1,0,1.00,2,2,0,2,0,2.00,2,10,0,10,0,10.00,1,62.3,177.0
1023,10,3,1,1,1,16,1,4,3,0,6,0,5,0,5.71,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,5,0,1,0,3.86,1,59.8,179.0
1024,10,3,1,1,1,17,1,2,1,30,1,20,3,0,1.81,2,1,0,2,0,1.29,2,0,0,0,0,0.00,2,9,0,14,30,10.57,1,51.0,170.0
1025,10,3,1,1,1,16,1,8,4,30,2,0,1,0,1.71,2,0,0,0,0,0.00,2,2,0,1,0,1.71,2,4,0,4,0,4.00,1,64.4,176.0
1026,10,3,1,1,2,17,2,1,,,,,,,0.00,,5,0,,,3.57,,,,,,0.00,,,,,,0.00,,49.5,156.0
1027,10,3,1,1,2,17,2,1,,,1,25,1,35,1.46,2,1,0,1,0,1.00,2,0,0,1,0,0.29,2,1,0,2,30,1.43,2,46.2,153.2
1028,10,3,1,1,1,18,1,7,2,0,3,0,5,0,3.57,1,0,0,0,0,0.00,2,0,30,0,0,0.36,2,9,0,9,0,9.00,1,75.5,171.6
1029,10,3,1,1,2,16,2,8,4,50,3,30,8,0,4.79,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,7,0,9,0,7.57,1,35.8,147.3
1030,10,3,1,1,2,17,2,6,1,30,0,30,2,0,0.93,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,2,40,2,40,2.67,1,65.8,158.9
1031,10,3,1,1,2,18,1,6,1,0,3,0,5,0,3.57,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,4,0,6,0,4.57,1,79.7,163.0
1032,10,3,1,1,2,16,1,7,1,0,0,5,0,10,0.11,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,30,14,0,4.36,1,52.0,159.9
1033,10,3,1,1,2,17,1,7,0,45,1,0,3,0,1.57,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,5,0,1.43,2,59.3,166.9
1034,10,3,1,1,2,16,2,4,1,0,1,0,0,30,0.86,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,3,0,7,0,4.14,1,55.4,159.8
1035,10,3,1,1,2,15,2,1,0,30,0,45,0,0,0.54,2,4,0,5,0,4.29,1,0,0,0,0,0.00,2,4,0,5,0,4.29,1,54.7,170.5
1036,10,3,1,1,2,16,2,8,1,30,0,40,1,0,0.76,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,6,0,6,0,6.00,1,40.8,155.0
1038,10,3,1,1,2,16,2,2,0,30,4,0,4,30,4.14,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,12,0,12,0,12.00,1,62.2,163.0
1039,10,3,1,1,2,15,1,4,1,20,2,0,4,0,2.57,1,5,0,7,0,5.57,1,2,0,4,0,2.57,1,5,0,5,0,5.00,1,48.4,168.3
1040,10,3,1,1,2,16,2,1,0,0,1,20,0,0,0.95,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,12,0,10,0,11.43,1,62.7,167.2
1041,10,3,1,1,2,15,2,3,0,30,5,0,3,0,4.43,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,12,0,12,0,12.00,1,48.0,141.0
1042,10,3,1,1,2,15,1,8,3,0,4,0,2,30,3.57,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,6,0,7,0,6.29,1,49.1,163.6
1044,10,3,1,1,2,16,1,6,0,30,1,30,2,45,1.86,2,0,20,2,25,0.93,2,0,15,0,30,0.32,2,1,59,2,30,2.13,1,42.6,152.9
1045,10,3,1,1,2,16,1,6,2,30,3,30,5,0,3.93,1,0,30,1,0,0.64,2,0,0,0,0,0.00,2,12,0,12,0,12.00,1,66.7,165.2
1046,10,3,3,1,2,17,2,1,0,0,15,0,0,40,10.90,1,0,30,0,0,0.36,2,0,0,0,0,0.00,2,24,0,14,0,21.14,1,48.9,162.5
1047,10,3,3,1,2,17,2,2,0,0,12,0,0,0,8.57,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,24,0,12,0,20.57,1,53.3,153.1
1048,10,3,3,1,2,17,2,2,0,30,10,0,3,0,8.00,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,48.5,157.2
1049,10,3,3,1,2,19,1,4,3,0,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,1,0,0.29,2,3,0,5,0,3.57,1,57.7,161.5
1050,10,3,3,1,2,16,2,7,3,0,1,0,3,0,1.57,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,4,0,8,0,5.14,1,47.2,158.7
1051,10,3,3,1,2,17,1,4,1,0,24,0,2,30,17.86,1,4,30,12,0,6.64,1,0,0,0,0,0.00,2,12,0,2,0,9.14,1,62.4,166.0
1052,10,3,3,1,1,17,1,4,2,0,3,30,2,30,3.21,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,24,0,24,0,24.00,1,72.4,168.0
1054,10,3,3,1,1,16,1,5,2,0,1,0,2,0,1.29,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,63.7,171.0
1055,10,3,3,1,1,17,1,8,1,0,0,0,0,0,0.00,2,0,0,5,0,1.43,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,72.0,176.8
1056,10,3,3,1,1,18,2,2,1,0,0,30,0,0,0.36,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,54.8,178.0
1057,10,3,3,1,1,18,1,6,1,30,0,0,6,0,1.71,2,5,30,5,0,5.36,1,0,0,0,0,0.00,2,24,0,2,0,17.71,1,65.4,170.0
1058,10,3,3,1,1,18,2,2,1,30,0,45,0,0,0.54,2,0,0,0,0,0.00,2,2,0,1,0,1.71,2,24,0,24,0,24.00,1,68.7,166.0
1060,10,3,3,1,1,16,1,1,1,0,5,0,10,0,6.43,1,0,0,0,0,0.00,2,1,0,0,30,0.86,2,10,0,10,0,10.00,1,50.7,172.3
1061,10,3,3,1,1,17,1,3,0,30,0,0,0,0,0.00,2,5,0,5,0,5.00,1,0,30,0,0,0.36,2,4,0,4,0,4.00,1,48.4,167.0
1062,10,3,3,1,1,16,1,3,1,0,2,0,6,0,3.14,1,3,0,5,0,3.57,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,68.2,173.0
1063,9,3,3,1,1,17,2,6,1,0,8,30,4,0,7.21,1,0,0,0,0,0.00,2,1,30,0,0,1.07,2,5,0,12,0,7.00,1,54.0,169.0
1064,10,3,3,3,1,17,1,2,2,0,3,30,4,0,3.64,1,0,30,0,0,0.36,2,0,0,0,0,0.00,2,5,0,6,0,5.29,1,72.8,174.8
1065,10,3,3,3,1,17,2,1,2,30,3,30,4,0,3.64,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,8,24,8,24,8.40,1,79.2,178.2
1066,10,3,3,3,1,18,1,5,1,0,0,0,0,0,0.00,2,1,0,0,0,0.71,2,0,0,0,0,0.00,2,0,0,11,0,3.14,1,60.4,176.5
1067,10,3,3,3,1,19,2,1,0,30,2,40,5,30,3.48,1,1,30,2,30,1.79,2,5,30,6,40,5.83,1,1,20,2,20,1.62,2,77.8,174.5
1068,10,3,3,3,1,18,1,4,3,0,2,0,1,0,1.71,2,0,0,0,0,0.00,2,0,30,0,0,0.36,2,12,0,10,0,11.43,1,65.8,163.5
1069,10,3,3,3,2,18,1,8,1,30,0,0,3,40,1.05,2,1,15,0,30,1.04,2,0,5,1,10,0.39,2,0,30,9,30,3.07,1,50.6,157.0
1071,10,3,3,3,2,18,2,2,0,30,2,40,3,30,2.90,1,1,0,3,0,1.57,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,66.4,156.4
1072,10,3,3,3,2,18,1,6,2,0,0,0,1,0,0.29,2,4,0,3,30,3.86,1,0,0,0,0,0.00,2,8,0,12,0,9.14,1,54.7,154.5
1075,10,3,3,3,2,19,2,8,1,30,3,30,5,30,4.07,1,1,30,2,30,1.79,2,0,0,0,0,0.00,2,4,30,4,30,4.50,1,37.6,154.3
1076,10,3,3,3,2,18,2,1,0,0,1,0,2,0,1.29,2,0,0,0,0,0.00,2,0,0,0,0,0.00,2,2,0,12,0,4.86,1,54.7,163.4
1077,10,3,3,3,2,17,1,3,0,40,2,0,7,0,3.43,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,20,0,20,0.33,2,56.8,172.0
1078,10,3,5,3,1,17,1,3,4,0,0,0,0,0,0.00,2,3,0,5,0,3.57,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,52.2,165.0
1079,10,3,5,3,1,15,1,3,2,0,2,0,5,0,2.86,1,1,0,1,0,1.00,2,0,0,0,0,0.00,2,0,0,12,0,3.43,1,54.8,172.9
1080,10,3,5,3,1,16,1,3,1,30,10,0,5,0,8.57,1,20,0,2,0,14.86,1,2,0,3,0,2.29,1,10,0,20,0,12.86,1,73.2,177.6
1081,10,3,5,3,1,17,1,4,1,30,1,0,2,30,1.43,2,0,40,1,0,0.76,2,0,0,1,0,0.29,2,3,0,3,0,3.00,1,52.3,163.4
1082,10,3,5,3,1,16,1,6,1,30,0,30,0,30,0.50,2,1,0,3,0,1.57,2,2,0,2,0,2.00,2,1,0,4,0,1.86,2,58.6,180.9
1083,10,3,5,3,1,17,1,4,3,0,0,10,1,0,0.40,2,1,0,2,0,1.29,2,0,0,0,0,0.00,2,5,0,8,0,5.86,1,64.8,168.3
1084,10,3,5,3,1,16,1,7,3,0,0,0,0,0,0.00,2,2,0,4,0,2.57,1,0,0,0,0,0.00,2,19,0,20,0,19.29,1,58.4,169.5
1085,10,3,5,3,1,16,2,1,0,30,1,0,0,0,0.71,2,3,0,4,0,3.29,1,0,0,0,0,0.00,2,11,0,12,0,11.29,1,54.8,169.9
