ID,gre,mesoregiao,tipoEscola,serie,sexo,idade,afTL,diasAFMV,afmvH,afmvMin,tvSemH,tvSemMin,tvFdsH,tvFdsMin,mediaTV_sem,media_sed_tv,pcSemH,pcSemMin,pcFdsH,pcFdsMin,mediaPC_sem,media_sed_pc,vgSemH,vgSemMin,vgFdsH,vgFdsMin,mediaVG_sem,media_sed_vg,sptSemH,sptSemMin,sptFdsH,sptFdsMin,mediaSPT_sem,media_sed_spt,massa,estatura
1026,9,3,6,3,2,18,2,2,1,42,1,0,0,0,0.71,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,5,0,10,0,6.43,1,69.4,172.2
1027,9,3,6,3,2,18,1,6,1,30,3,0,5,30,3.71,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,5,30,10,31,6.93,1,56.2,169.5
1028,9,3,6,3,2,18,1,7,2,12,2,10,10,20,4.50,1,0,0,3,30,1.00,2,1,0,8,30,3.1,1,1,30,7,0,3.07,1,81.1,185.6
1029,9,3,6,3,2,18,1,2,0,25,1,31,2,50,1.89,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,0,0,5,35,1.60,2,74.9,177.8
1030,9,3,6,3,1,17,2,4,2,0,0,0,1,0,0.29,2,0,30,0,0,0.36,2,0,0,0,0,0.0,2,8,0,12,0,9.14,1,46.5,162.4
1031,9,3,6,3,2,17,1,6,2,0,1,30,5,40,2.69,1,0,3,0,3,0.05,2,9,32,2,4,7.4,1,24,60,24,60,25.00,1,89,170.9
1032,9,3,6,3,1,19,1,3,1,60,3,30,24,20,9.45,1,0,1,0,1,0.02,2,0,2,0,1,0.0,2,12,20,17,32,13.82,1,56.2,163.9
1033,9,3,6,1,2,16,1,1,1,25,3,0,4,0,3.29,1,0,0,0,0,0.00,2,0,30,0,20,0.5,2,8,60,8,60,9.00,1,57.4,180.2
1034,9,3,6,1,1,16,1,5,2,29,0,40,2,30,1.19,2,0,0,0,0,0.00,2,0,0,0,30,0.1,2,2,30,2,29,2.50,1,77,168.9
1035,9,3,6,1,1,15,2,4,3,0,2,2,4,1,2.60,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,3,4,9,0,4.76,1,52.5,163.5
1036,9,3,6,1,1,16,1,1,0,0,2,30,10,0,4.64,1,2,4,1,2,1.77,2,0,0,0,0,0.0,2,10,0,20,0,12.86,1,52.1,158.5
1037,9,3,6,1,1,17,1,8,5,30,1,20,1,11,1.29,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,18,40,24,30,20.33,1,71.4,166
1038,9,3,6,1,1,15,1,4,3,30,3,40,1,20,3.00,1,0,11,0,13,0.19,2,0,0,0,0,0.0,2,17,42,17,44,17.71,1,57.6,164
1039,9,3,6,1,1,15,2,3,2,15,1,10,1,11,1.17,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,24,55,20,48,23.74,1,39.9,163.9
1040,9,3,6,1,2,17,1,3,1,30,0,0,0,30,0.14,2,0,0,0,0,0.00,2,0,0,24,0,6.9,1,24,0,24,0,24.00,1,66.9,169.6
1041,9,3,6,1,1,17,2,3,2,30,4,5,7,4,4.94,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,3,22,6,21,4.22,1,66.7,163
1042,9,3,6,1,1,15,1,2,0,30,0,20,0,40,0.43,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,4,0,6,0,4.57,1,56.9,158.1
1043,9,3,6,1,2,15,1,2,3,30,6,60,11,60,8.43,1,4,60,11,60,7.00,1,0,0,0,0,0.0,2,10,0,15,0,11.43,1,50.5,166.7
1044,9,3,6,1,2,17,1,6,8,0,3,2,6,10,3.93,1,2,6,6,8,3.25,1,2,11,7,17,3.6,1,7,5,12,18,8.57,1,79,182
1045,9,3,6,1,2,19,2,2,0,1,1,31,2,30,1.80,2,1,1,1,30,1.15,2,0,0,0,0,0.0,2,4,3,3,11,3.80,1,55.3,169.5
1046,9,3,6,2,1,16,1,2,1,5,3,2,5,2,3.60,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,3,0,7,0,4.14,1,57.6,161.3
1047,9,3,6,2,1,16,2,1,0,5,20,0,9,0,16.86,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,5,0,7,0,5.57,1,59.1,159
1048,9,3,6,2,1,16,1,6,1,30,1,21,1,21,1.35,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,7,0,15,1,9.29,1,55.8,173
1050,9,3,6,2,1,17,2,3,3,30,1,30,4,30,2.36,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,8,30,12,30,9.64,1,57.5,164.8
1051,9,3,6,1,2,16,1,7,2,5,2,4,7,3,3.49,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,7,0,9,0,7.57,1,72,181.2
1052,9,3,6,2,2,16,1,4,5,30,5,30,2,30,4.64,1,2,0,1,0,1.71,2,2,0,3,0,2.3,1,12,0,8,0,10.86,1,75,171.2
1053,9,3,6,2,1,16,1,3,2,20,1,10,1,50,1.36,2,0,50,1,30,1.02,2,0,0,0,0,0.0,2,0,30,0,50,0.60,2,61.2,156.8
1054,9,3,6,2,2,16,1,3,1,30,0,0,0,15,0.07,2,4,35,9,35,6.01,1,0,0,2,30,0.7,2,8,31,10,0,8.94,1,58.4,169.5
1055,9,3,6,2,2,16,2,2,0,15,0,2,0,15,0.10,2,2,10,7,30,3.69,1,0,0,0,0,0.0,2,6,15,10,30,7.46,1,51,167
1056,9,3,6,2,2,16,1,5,2,10,3,10,1,10,2.60,1,1,1,1,1,1.02,2,5,30,10,30,6.9,1,10,31,5,31,9.09,1,66.5,182.2
1057,9,3,6,2,1,17,1,5,1,30,9,23,10,23,9.67,1,4,13,9,14,5.65,1,5,10,6,13,5.5,1,7,14,6,11,6.93,1,52.4,163
1058,9,3,6,2,1,16,1,1,1,30,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,6,0,12,0,7.71,1,58.5,166.7
1059,9,3,6,2,1,17,1,3,3,32,24,60,24,60,25.00,1,1,10,4,17,2.06,1,7,13,4,13,6.4,1,7,18,8,25,7.62,1,49.5,156.5
1059,9,3,6,2,1,16,1,3,1,9,24,60,24,60,25.00,1,4,13,9,12,5.64,1,4,15,7,16,5.1,1,24,60,24,60,25.00,1,49.5,156.5
1060,9,3,6,2,1,16,2,2,1,30,10,10,5,2,8.70,1,0,0,24,0,6.86,1,0,0,0,0,0.0,2,20,0,24,0,21.14,1,64.2,156.8
1061,9,3,6,2,1,16,1,5,3,20,3,5,3,6,3.09,1,1,2,1,5,1.05,2,0,0,0,0,0.0,2,24,0,24,0,24.00,1,51.9,155.5
1062,9,3,6,2,1,16,1,1,0,30,0,0,4,10,1.19,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,10,30,18,0,12.64,1,112.5,165
1063,9,3,6,2,1,18,1,8,1,30,1,5,1,6,1.09,2,1,10,1,10,1.17,2,6,27,6,28,6.5,1,24,60,24,60,25.00,1,46.3,154.1
1064,9,3,6,2,1,16,1,3,1,2,0,47,2,0,1.13,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,16,24,19,60,17.43,1,50,168.6
1065,9,3,6,2,2,16,1,6,4,31,0,0,0,0,0.00,2,5,0,9,0,6.14,1,0,0,10,0,2.9,1,10,0,15,0,11.43,1,63.3,184
1066,9,3,6,2,1,17,1,3,1,0,2,10,4,20,2.79,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,5,0,17,28,8.56,1,54,164.2
1067,9,3,6,2,2,17,1,6,4,18,3,0,1,1,2.43,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,4,0,3,0,3.71,1,65.2,193
1068,9,3,6,2,1,16,1,1,1,40,2,30,3,59,2.92,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,4,41,7,31,5.49,1,45.6,162.6
1069,9,3,6,2,2,16,2,3,2,60,3,0,5,0,3.57,1,0,0,0,0,0.00,2,8,0,12,0,9.1,1,24,0,24,0,24.00,1,65.3,183
1070,9,3,6,1,2,15,1,8,3,30,1,10,2,10,1.45,2,0,0,0,0,0.00,2,1,15,2,5,1.5,2,6,31,12,5,8.11,1,72.7,172.6
1071,9,3,6,2,2,17,1,5,1,10,1,0,1,15,1.07,2,1,5,1,5,1.08,2,1,10,1,10,1.2,2,1,20,1,20,1.33,2,57.4,165.2
1072,9,3,6,2,2,15,1,5,3,30,1,1,2,1,1.30,2,3,1,4,1,3.30,1,0,0,2,0,0.6,2,5,0,8,0,5.86,1,61.9,169
1073,9,3,6,2,1,16,2,1,1,1,1,12,1,5,1.17,2,3,5,2,5,2.80,1,2,1,1,1,1.7,2,7,30,9,15,8.00,1,51.3,180
1074,9,3,6,2,2,16,2,1,2,30,2,21,4,42,3.02,1,3,8,2,3,2.82,1,1,30,3,48,2.2,1,3,60,3,60,4.00,1,,
1075,9,3,6,2,1,16,1,3,6,60,1,31,1,30,1.51,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,4,30,8,30,5.64,1,59.8,164.6
1076,9,3,6,2,1,16,2,5,0,16,2,0,5,3,2.87,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,3,0,5,0,3.57,1,58.3,164.6
1077,9,3,6,2,1,16,1,8,1,50,2,32,1,42,2.30,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,3,38,24,0,9.45,1,70.6,164.5
1078,9,3,6,2,1,17,1,1,0,0,6,0,3,0,5.14,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,0,0,0,0,0.00,2,45.6,164.2
1079,9,3,6,2,2,16,1,6,2,0,2,0,4,0,2.57,1,0,0,0,0,0.00,2,2,0,5,0,2.9,1,10,0,7,0,9.14,1,61,173.1
1080,9,3,6,2,1,15,2,1,0,0,0,0,0,0,0.00,2,1,30,6,0,2.79,1,0,0,0,0,0.0,2,10,30,9,0,10.07,1,50.5,167.7
1081,9,3,6,1,1,14,1,6,1,31,2,40,1,30,2.33,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,4,30,5,30,4.79,1,58.7,161.9
1082,9,3,6,2,1,16,1,2,1,10,10,0,16,0,11.71,1,11,0,24,0,14.71,1,0,0,0,0,0.0,2,10,0,24,0,14.00,1,47.3,161.8
1083,9,3,6,2,1,15,1,6,2,15,0,30,2,20,1.02,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,6,30,24,0,11.50,1,61.9,169.8
1084,9,3,6,2,2,17,1,8,2,30,3,0,5,0,3.57,1,1,30,1,0,1.36,2,2,0,2,30,2.1,1,7,30,10,0,8.21,1,65.5,174
1085,9,3,6,2,2,16,1,2,2,30,2,0,3,0,2.29,1,0,0,0,0,0.00,2,1,0,3,0,1.6,2,4,0,7,0,4.86,1,53,170.6
1086,9,3,6,2,1,17,1,3,2,10,2,0,2,0,2.00,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,10,0,10,0,10.00,1,80.8,168.6
1087,9,3,6,2,2,16,1,7,2,0,2,30,4,40,3.12,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,3,30,10,50,5.60,1,57.6,173
1088,9,3,6,2,1,17,2,1,0,0,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,5,60,12,60,8.00,1,50.6,164
1089,9,3,6,2,1,17,1,5,1,31,0,0,0,0,0.00,2,0,35,0,40,0.61,2,0,0,0,0,0.0,2,5,0,6,0,5.29,1,61,162.5
1090,9,3,6,1,1,17,1,4,0,30,2,29,0,0,1.77,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,1,30,4,20,2.31,1,70.8,160.5
1091,9,3,6,1,2,16,1,3,2,30,0,0,2,0,0.57,2,3,0,5,2,3.58,1,3,0,5,0,3.6,1,12,0,13,7,12.32,1,65.6,176.8
1092,9,3,6,2,1,17,2,2,0,50,0,0,0,0,0.00,2,1,20,0,30,1.10,2,0,0,0,0,0.0,2,3,30,8,0,4.79,1,49.9,158
1093,9,3,6,2,1,16,2,1,1,10,2,30,1,0,2.07,1,0,30,0,20,0.45,2,0,0,0,0,0.0,2,4,30,6,30,5.07,1,79,163.8
1094,9,3,6,2,2,16,1,4,2,0,0,30,0,30,0.50,2,2,0,0,0,1.43,2,0,0,0,0,0.0,2,2,0,8,0,3.71,1,60.5,181.3
1095,9,3,6,2,2,18,1,6,2,0,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,10,0,14,0,11.14,1,60.3,184
1096,9,3,6,2,1,16,2,1,0,0,1,14,3,30,1.88,2,1,16,3,30,1.90,2,1,4,2,4,1.4,2,7,30,8,30,7.79,1,50.5,160.9
1097,9,3,6,1,2,15,1,7,2,0,2,0,6,0,3.14,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,5,0,12,0,7.00,1,51.1,169
1098,9,3,6,1,1,16,2,1,0,0,0,0,2,0,0.57,2,0,45,0,0,0.54,2,0,0,0,0,0.0,2,8,0,12,0,9.14,1,39,160.3
1099,9,3,6,1,2,17,1,7,2,1,2,30,9,1,4.36,1,1,0,3,0,1.57,2,0,0,0,0,0.0,2,12,0,12,0,12.00,1,53.4,186.9
1100,9,3,6,1,1,16,1,4,1,30,0,0,2,30,0.71,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,10,30,20,30,13.36,1,59,161.3
1101,9,3,6,1,2,16,1,1,0,0,0,0,2,0,0.57,2,4,0,0,0,2.86,1,6,0,10,0,7.1,1,11,0,15,0,12.14,1,111.7,181
1102,9,3,6,1,1,14,1,3,2,5,1,5,4,4,1.94,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,6,0,13,30,8.14,1,44.5,157.7
1103,9,3,6,1,2,15,1,6,2,30,2,19,12,21,5.18,1,1,9,1,6,1.14,2,4,4,6,21,4.7,1,14,60,24,10,17.62,1,60.6,170.6
1104,9,3,6,1,2,15,1,2,2,0,0,30,2,0,0.93,2,0,60,0,0,0.71,2,4,30,4,15,4.4,1,12,60,10,46,12.36,1,51.7,168.9
1105,9,3,6,1,1,15,1,6,22,0,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,24,0,24,0,24.00,1,47.5,159.2
1106,9,3,6,1,1,16,1,5,0,30,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,5,30,14,30,8.07,1,49.3,158.3
1107,9,3,6,1,1,15,2,2,1,30,1,0,4,0,1.86,2,0,0,0,0,0.00,2,0,30,2,0,0.9,2,5,30,12,0,7.36,1,47.8,155.8
1108,9,3,6,1,1,15,2,1,0,0,0,30,2,0,0.93,2,1,0,2,0,1.29,2,0,0,0,0,0.0,2,5,0,7,0,5.57,1,60,129.3
1109,9,3,6,1,1,15,2,2,0,20,1,0,3,0,1.57,2,0,0,0,0,0.00,2,0,0,4,0,1.1,2,10,0,15,0,11.43,1,70.1,158.4
1110,9,3,6,1,2,15,1,6,1,35,2,25,3,40,2.77,1,0,30,1,11,0.70,2,0,0,0,0,0.0,2,2,41,3,20,2.87,1,75.1,179.7
1111,9,3,6,1,1,15,2,1,0,0,1,30,4,30,2.36,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,4,0,7,29,5.00,1,41.1,149.6
1112,9,3,6,1,2,15,1,6,1,20,0,30,0,30,0.50,2,0,0,0,0,0.00,2,2,30,2,0,2.4,1,3,0,7,0,4.14,1,61.4,174.8
1113,9,3,6,1,2,15,1,7,2,0,0,30,2,0,0.93,2,1,0,3,0,1.57,2,0,0,1,0,0.3,2,5,0,11,0,6.71,1,48.3,164.5
1114,9,3,2,1,1,15,2,1,4,20,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,10,30,22,20,13.88,1,58.4,180.9
1114,9,3,6,1,2,15,1,4,1,0,3,0,4,0,3.29,1,1,0,1,0,1.00,2,4,30,6,30,5.1,1,4,0,7,0,4.86,1,58.4,180.9
1115,9,3,6,1,2,15,1,4,1,0,0,0,0,40,0.19,2,0,30,0,20,0.45,2,0,20,0,20,0.3,2,6,0,7,0,6.29,1,91.4,182.5
1116,9,3,6,1,2,15,2,2,1,30,1,0,1,1,1.00,2,1,2,1,2,1.03,2,2,3,3,2,2.3,1,3,0,10,0,5.00,1,53.5,180.5
1117,9,3,6,1,1,14,2,2,0,30,0,20,10,60,3.38,1,0,50,1,0,0.88,2,0,0,0,0,0.0,2,7,0,10,0,7.86,1,39.9,159.6
1118,9,3,6,1,1,15,2,1,0,30,5,40,9,40,6.81,1,0,30,0,0,0.36,2,0,0,0,0,0.0,2,7,30,13,40,9.26,1,41.1,154
1119,9,3,6,1,1,16,2,1,1,30,0,0,0,0,0.00,2,0,0,10,0,2.86,1,0,0,1,25,0.4,2,0,20,24,60,7.38,1,55.4,157.6
1120,9,3,6,1,1,15,2,2,0,10,0,0,0,0,0.00,2,2,0,2,0,2.00,2,2,30,4,30,3.1,1,3,0,3,30,3.14,1,70.8,165.2
1121,9,3,6,2,1,16,2,1,0,0,0,0,8,0,2.29,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,2,0,24,0,8.29,1,43.6,158.7
1122,9,3,6,2,2,16,1,3,2,30,1,0,2,0,1.29,2,3,30,7,30,4.64,1,0,0,0,0,0.0,2,4,0,2,0,3.43,1,59.8,176.2
1123,9,3,6,2,2,16,2,2,2,0,15,0,6,0,12.43,1,15,0,6,0,12.43,1,10,0,5,0,8.6,1,3,0,4,0,3.29,1,47.6,170.5
1124,9,3,1,2,1,16,2,2,1,1,1,1,24,60,7.87,1,1,0,0,0,0.71,2,0,60,0,60,1.0,2,24,60,24,60,25.00,1,46,157.2
1124,9,3,6,2,1,16,2,2,1,10,1,10,3,30,1.83,2,2,10,2,20,2.21,1,0,0,0,0,0.0,2,4,0,6,0,4.57,1,46,157.2
1125,9,3,6,2,2,17,1,6,2,14,0,0,1,0,0.29,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,3,0,5,20,3.67,1,59,181.5
1126,9,3,6,2,2,15,2,2,0,45,0,0,0,0,0.00,2,0,30,1,0,0.64,2,0,37,1,30,0.9,2,10,0,16,0,11.71,1,72.3,173.1
1127,9,3,6,2,1,17,2,1,3,4,1,0,6,10,2.48,1,3,0,1,1,2.43,1,0,0,0,0,0.0,2,5,0,10,5,6.45,1,50.4,169.4
1128,9,3,3,3,2,17,1,5,3,26,1,7,1,12,1.14,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,21,44,0,0,15.52,1,63.4,169.4
1129,9,3,3,3,2,18,2,6,4,3,0,5,0,5,0.08,2,10,0,10,0,10.00,1,0,0,0,30,0.1,2,11,0,14,0,11.86,1,72.4,167.4
1130,9,3,3,3,1,19,2,2,0,40,12,0,24,60,15.71,1,2,0,2,1,2.00,1,1,2,1,2,1.0,2,24,2,24,3,24.04,1,52.3,166.5
1131,9,3,3,3,1,17,1,8,1,20,3,0,10,0,5.00,1,2,0,2,0,2.00,2,0,0,0,0,0.0,2,5,0,8,0,5.86,1,89.2,169.5
1132,9,3,3,3,1,17,2,2,1,40,2,30,4,0,2.93,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,24,60,24,60,25.00,1,79.7,169.3
1134,9,3,3,1,1,18,1,4,1,40,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,3,0,3,0,3.00,1,52.2,153.8
1135,9,3,3,3,2,18,1,2,14,26,13,60,15,31,14.43,1,17,42,9,28,15.35,1,16,41,15,44,16.4,1,13,22,9,29,12.26,1,117.4,176
1136,9,3,3,1,1,17,1,4,1,30,0,0,0,30,0.14,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,3,0,19,0,7.57,1,51.1,157.4
1137,9,3,3,2,1,16,2,1,0,0,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,12,0,18,0,13.71,1,54.2,157.5
1138,9,3,3,2,2,16,1,8,3,1,1,2,1,2,1.03,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,3,0,1,0,2.43,1,50.5,172.6
1139,9,3,3,3,2,17,2,2,1,30,0,16,0,16,0.27,2,0,24,0,0,0.29,2,0,0,0,0,0.0,2,10,0,11,0,10.29,1,110.2,183
1140,9,3,3,2,2,18,1,4,1,30,3,30,2,30,3.21,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,3,0,4,0,3.29,1,154.3,185.1
1143,9,3,6,2,2,18,1,6,2,30,2,0,3,30,2.43,1,2,20,0,0,1.67,2,0,0,1,0,0.3,2,1,0,6,0,2.43,1,72.7,173.3
1144,9,3,6,2,2,16,2,1,0,15,2,0,10,0,4.29,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,6,0,8,0,6.57,1,61.4,176.5
1146,9,3,3,3,2,17,1,3,1,30,3,30,5,30,4.07,1,1,10,1,10,1.17,2,1,30,1,10,1.4,2,3,30,5,30,4.07,1,65.6,177
1147,9,3,3,3,2,18,2,2,1,0,0,30,1,0,0.64,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,1,0,8,0,3.00,1,58.2,172.8
1148,9,3,3,1,1,17,1,6,3,40,1,0,20,0,6.43,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,1,0,0,2,0.72,2,91,183.9
1149,9,3,3,3,2,19,1,3,2,2,7,20,4,15,6.45,1,4,20,8,31,5.53,1,3,5,4,5,3.4,1,7,40,8,14,7.83,1,87,173.4
1151,9,3,1,2,2,18,1,6,2,40,1,5,3,10,1.68,2,0,0,0,0,0.00,2,0,0,2,0,0.6,2,6,0,11,0,7.43,1,59,168.2
1152,9,3,1,2,1,16,2,2,0,30,1,0,4,0,1.86,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,6,0,12,0,7.71,1,56.6,165.8
1153,10,3,6,3,1,18,2,3,1,20,1,20,4,20,2.19,1,1,1,4,1,1.87,2,0,0,0,0,0.0,2,1,0,3,0,1.57,2,46.5,158
1154,10,3,6,3,1,17,2,1,1,30,0,0,2,0,0.57,2,0,0,10,0,2.86,1,0,0,0,0,0.0,2,4,0,6,0,4.57,1,62,158
1155,10,3,6,3,1,17,2,3,1,50,1,60,4,60,2.86,1,2,60,3,60,3.29,1,0,0,0,0,0.0,2,6,60,8,60,7.57,1,64.2,159.5
1156,10,3,6,3,1,17,2,2,1,30,4,0,2,0,3.43,1,1,0,4,0,1.86,2,0,0,0,0,0.0,2,9,0,15,0,10.71,1,54.1,170.5
1157,10,3,6,1,1,16,2,1,0,10,0,0,0,0,0.00,2,2,0,0,0,1.43,2,0,0,0,0,0.0,2,18,0,21,0,18.86,1,52.4,150
1158,10,3,6,3,2,18,1,4,2,20,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,4,0,12,0,6.29,1,51.2,174.5
