ID,gre,mesoregiao,tipoEscola,serie,sexo,idade,afTL,diasAFMV,afmvH,afmvMin,tvSemH,tvSemMin,tvFdsH,tvFdsMin,mediaTV_sem,media_sed_tv,pcSemH,pcSemMin,pcFdsH,pcFdsMin,mediaPC_sem,media_sed_pc,vgSemH,vgSemMin,vgFdsH,vgFdsMin,mediaVG_sem,media_sed_vg,sptSemH,sptSemMin,sptFdsH,sptFdsMin,mediaSPT_sem,media_sed_spt,massa,estatura
2225,8,3,4,2,2,16,1,3,1,30,0,29,2,0,0.92,2,1,29,3,0,1.92,2,0,0,0,0,0.0,2,18,0,19,0,18.29,1,79.9,181.5
2226,8,3,4,3,1,18,1,1,0,0,2,30,2,30,2.50,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,5,25,5,19,5.39,1,45,155
2227,8,3,4,2,1,18,1,6,1,0,2,0,4,0,2.57,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,4,0,8,0,5.14,1,53.9,154.7
2228,8,3,4,3,1,17,1,6,1,30,2,0,3,0,2.29,1,1,30,2,0,1.64,2,0,0,2,0,0.6,2,5,0,7,0,5.57,1,52.4,154
2230,8,3,4,3,1,18,1,2,4,0,1,60,1,60,2.00,2,2,60,3,60,3.29,1,0,0,0,0,0.0,2,5,60,8,60,6.86,1,59.3,153.8
2231,8,3,4,3,1,18,1,7,1,5,3,30,5,10,3.98,1,0,0,0,0,0.00,2,1,0,1,40,1.2,2,5,20,7,10,5.86,1,60.7,158.3
2232,8,3,4,3,1,19,1,4,3,0,1,60,2,10,2.05,1,8,12,12,2,9.30,1,0,1,0,0,0.0,2,5,3,9,5,6.20,1,81,152.5
2233,8,3,4,3,2,16,2,1,1,1,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,0,0,0,0,0.00,2,93.2,174.6
2234,8,3,4,3,1,18,1,4,1,29,1,1,1,1,1.02,2,1,1,1,1,1.02,2,1,1,1,1,1.0,2,3,1,5,1,3.59,1,76.8,153.5
2235,8,3,4,3,1,17,1,6,3,4,1,9,3,4,1.70,2,1,1,3,0,1.58,2,3,16,4,3,3.5,1,2,50,8,8,4.35,1,43.8,152.7
2236,8,3,4,3,1,17,2,1,0,0,3,3,5,5,3.63,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,6,0,6,0,6.00,1,64.3,156.6
2237,8,3,4,3,2,17,1,3,2,40,0,20,1,40,0.71,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,3,22,2,8,3.01,1,62.8,168.8
2238,8,3,4,3,1,16,1,3,0,30,1,2,1,3,1.04,2,11,60,17,60,13.71,1,0,1,1,0,0.3,2,19,60,17,60,19.43,1,63.2,160.5
2239,8,3,4,3,1,17,1,3,2,40,1,0,0,5,0.74,2,1,0,0,5,0.74,2,1,1,1,3,1.0,2,1,4,1,5,1.07,2,70,153
2240,8,3,4,3,1,17,1,4,0,50,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,1,30,2,0,1.64,2,67.2,152.4
2241,8,3,1,3,2,19,2,5,0,41,3,30,2,10,3.12,1,0,0,0,0,0.00,2,2,0,3,0,2.3,1,7,0,12,30,8.57,1,99.5,171.5
2242,8,3,4,3,2,17,2,2,0,20,14,0,24,0,16.86,1,10,0,24,0,14.00,1,12,0,15,0,12.9,1,5,0,7,8,5.61,1,61,176
2243,8,3,4,3,2,18,2,2,0,30,0,0,2,0,0.57,2,5,0,6,0,5.29,1,0,0,0,0,0.0,2,3,0,10,0,5.00,1,57.7,152.8
2244,8,3,4,3,2,18,1,3,2,29,3,0,2,0,2.71,1,1,0,1,0,1.00,2,0,0,0,0,0.0,2,4,0,6,0,4.57,1,47.1,157.7
2245,8,3,4,3,1,18,1,3,2,30,1,30,2,30,1.79,2,1,30,2,30,1.79,2,1,30,1,30,1.5,2,2,30,3,30,2.79,1,72.5,138
2246,8,3,4,3,2,18,2,6,2,3,6,0,8,0,6.57,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,10,0,12,0,10.57,1,56.4,168
2247,8,3,6,1,1,15,1,6,2,0,0,0,2,10,0.62,2,1,30,5,30,2.64,1,1,1,1,1,1.0,2,4,20,6,30,4.95,1,62.9,168.4
2248,8,3,6,1,1,16,1,6,1,35,2,30,3,10,2.69,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,5,50,8,30,6.60,1,44,148.5
2249,8,3,6,1,1,15,1,6,1,33,2,30,3,10,2.69,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,6,50,6,30,6.74,1,56.2,162
2250,8,3,6,1,2,15,1,6,1,15,0,0,0,0,0.00,2,0,50,0,0,0.60,2,0,0,0,0,0.0,2,2,0,3,0,2.29,1,49.3,150
2251,8,3,6,1,1,15,1,6,0,60,0,60,0,0,0.71,2,0,50,0,0,0.60,2,0,0,0,0,0.0,2,10,40,12,20,11.14,1,53.3,150.3
2252,8,3,6,1,1,15,1,2,0,30,4,0,12,0,6.29,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,7,0,16,0,9.57,1,50.4,163
2253,8,3,6,1,1,14,2,2,0,15,0,0,0,0,0.00,2,0,25,0,15,0.37,2,0,0,0,0,0.0,2,1,0,2,0,1.29,2,62.6,161
2254,8,3,6,1,2,15,1,6,1,30,0,0,0,20,0.10,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,2,30,5,30,3.36,1,51.1,163.5
2255,8,3,6,1,1,16,1,1,1,0,3,0,6,0,3.86,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,3,8,8,0,4.52,1,47.1,156.4
2256,8,3,6,1,1,15,2,1,0,1,1,15,1,14,1.25,2,2,8,2,10,2.14,1,1,1,1,1,1.0,2,6,60,24,60,12.14,1,79.3,165.7
2257,8,3,6,1,1,15,1,6,0,30,2,0,5,0,2.86,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,8,0,10,0,8.57,1,39.3,145
2258,8,3,6,1,1,15,1,1,0,0,2,30,4,0,2.93,1,0,0,2,0,0.57,2,0,0,2,0,0.6,2,3,0,5,0,3.57,1,64.4,150.3
2259,8,3,6,1,2,16,1,7,2,30,0,10,0,40,0.31,2,0,50,0,0,0.60,2,0,0,0,0,0.0,2,3,0,6,0,3.86,1,56.3,156.8
2260,8,3,6,1,2,16,1,8,3,30,5,20,9,25,6.50,1,24,12,18,1,22.43,1,12,0,5,0,10.0,1,24,0,24,0,24.00,1,64.2,160.5
2261,8,3,6,1,1,15,2,1,0,40,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,3,30,5,0,3.93,1,46.7,156.7
2262,8,3,6,1,1,15,2,2,0,40,1,0,6,0,2.43,1,1,0,0,0,0.71,2,0,0,0,0,0.0,2,2,0,24,0,8.29,1,71,152.4
2263,8,3,6,1,1,16,1,6,2,30,0,20,0,0,0.24,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,1,0,4,0,1.86,2,52.4,151.9
2264,8,3,6,1,1,15,1,8,2,30,1,30,1,30,1.50,2,1,30,1,30,1.50,2,0,0,0,0,0.0,2,2,30,24,0,8.64,1,57.6,151.3
2265,8,3,6,1,1,15,1,5,2,0,0,35,1,0,0.70,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,2,30,5,30,3.36,1,47.4,154.8
2266,8,3,6,1,1,16,2,3,1,40,1,0,3,30,1.71,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,5,30,7,30,6.07,1,50.5,142.6
2266,8,3,6,1,1,16,2,4,1,30,1,0,3,0,1.57,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,5,30,7,30,6.07,1,50.5,142.6
2267,8,3,6,1,1,15,2,2,0,25,0,10,2,30,0.83,2,2,0,3,30,2.43,1,0,0,0,0,0.0,2,2,15,7,40,3.80,1,50.7,150.8
2268,8,3,6,1,2,15,2,6,0,10,2,40,4,20,3.14,1,10,31,4,40,8.85,1,1,2,1,1,1.0,2,6,41,14,28,8.91,1,47.4,163.4
2269,8,3,6,1,1,15,2,2,1,0,0,30,1,30,0.79,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,3,0,5,30,3.71,1,50.5,149.8
2270,8,3,6,1,1,16,2,1,0,30,0,0,0,0,0.00,2,0,30,0,30,0.50,2,0,0,0,0,0.0,2,3,30,10,0,5.36,1,46.3,150
2271,8,3,6,1,1,16,2,4,2,30,1,30,1,30,1.50,2,2,50,0,0,2.02,1,0,0,0,0,0.0,2,4,50,8,50,5.98,1,62.1,162
2272,8,3,6,1,1,16,2,6,0,20,1,30,5,0,2.50,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,5,0,15,0,7.86,1,62.7,162.3
2273,8,3,6,1,1,15,1,3,0,20,0,0,4,6,1.17,2,0,0,0,0,0.00,2,0,0,2,0,0.6,2,4,29,6,0,4.92,1,49,158.5
2274,8,3,6,1,1,16,1,1,1,1,1,1,3,1,1.59,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,4,0,10,0,5.71,1,50.2,152
2275,8,3,6,1,2,16,2,1,0,0,0,0,4,8,1.18,2,5,42,2,11,4.70,1,6,16,12,26,8.0,1,14,35,18,25,15.68,1,50.8,157.7
2276,8,3,6,1,1,15,2,2,1,0,2,29,4,20,3.01,1,1,6,2,3,1.37,2,1,2,1,1,1.0,2,7,21,1,30,5.68,1,42.2,151.6
2277,8,3,6,1,2,15,1,5,3,30,1,0,4,0,1.86,2,0,0,1,0,0.29,2,0,0,0,0,0.0,2,5,0,9,0,6.14,1,72,169
2278,8,3,6,1,2,18,1,7,4,30,2,29,2,30,2.49,1,1,1,1,2,1.02,2,1,1,1,1,1.0,2,5,1,7,2,5.59,1,69.9,164.8
2279,8,3,6,2,2,19,2,2,3,9,5,10,4,9,4.88,1,3,11,6,9,4.03,1,6,9,6,12,6.2,1,4,17,8,17,5.43,1,56.7,175
2280,8,3,6,2,2,15,1,4,1,30,5,0,2,30,4.29,1,0,0,0,0,0.00,2,2,0,1,0,1.7,2,6,0,3,0,5.14,1,72,159
2281,8,3,6,2,2,16,1,7,2,30,1,1,2,0,1.30,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,3,0,5,0,3.57,1,58.7,166.2
2282,8,3,6,2,2,17,2,1,1,30,2,2,5,0,2.88,1,3,20,12,18,5.90,1,2,40,15,30,6.3,1,10,0,4,31,8.43,1,61.2,177
2283,8,3,6,2,2,16,1,1,0,40,0,0,0,0,0.00,2,2,0,10,0,4.29,1,0,0,2,0,0.6,2,3,0,3,0,3.00,1,90,173.3
2284,8,3,6,2,2,16,1,4,0,50,5,30,13,40,7.83,1,6,30,16,30,9.36,1,6,30,10,30,7.6,1,6,0,8,0,6.57,1,62.5,162.5
2285,8,3,6,2,2,17,1,4,2,30,1,0,1,0,1.00,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,7,0,7,0,7.00,1,65.6,172
2286,8,3,6,2,2,18,1,7,1,30,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,6,0,12,0,7.71,1,80.4,175
2287,8,3,6,2,2,16,1,8,1,40,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,4,30,6,30,5.07,1,80.8,176.6
2288,8,3,6,2,2,16,2,3,1,0,0,30,2,0,0.93,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,1,0,3,0,1.57,2,57.8,161
2289,8,3,6,2,2,16,1,3,1,20,5,6,6,5,5.38,1,12,4,2,1,9.20,1,0,0,0,0,0.0,2,6,0,13,0,8.00,1,56.6,162
2290,8,3,6,2,1,16,1,5,2,0,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,5,30,7,0,5.93,1,51.4,149
2291,8,3,6,2,1,17,1,5,1,30,0,30,0,30,0.50,2,2,30,0,30,1.93,2,0,0,0,0,0.0,2,5,0,10,0,6.43,1,80,163.7
2292,8,3,6,2,1,16,1,5,1,30,0,20,1,0,0.52,2,2,19,0,0,1.65,2,0,0,0,0,0.0,2,4,31,8,30,5.65,1,64.1,152.5
2293,8,3,6,2,2,18,1,5,3,0,1,30,5,0,2.50,1,1,35,2,6,1.73,2,0,0,0,0,0.0,2,14,60,18,60,16.14,1,106.2,168
2294,8,3,6,2,2,15,1,8,2,30,0,0,0,0,0.00,2,1,0,4,0,1.86,2,0,0,0,0,0.0,2,2,0,6,0,3.14,1,64.4,169.8
2295,8,3,6,2,2,19,2,3,1,0,2,6,4,8,2.68,1,1,10,1,22,1.22,2,4,16,9,22,5.7,1,8,28,10,16,8.98,1,84.9,183.4
2296,8,3,6,2,2,17,2,2,0,30,0,0,0,0,0.00,2,3,30,10,0,5.36,1,0,0,3,0,0.9,2,3,30,15,0,6.79,1,60.7,164
2297,8,3,6,2,2,16,1,8,1,31,0,29,0,30,0.49,2,0,40,0,40,0.67,2,0,0,0,0,0.0,2,24,60,24,60,25.00,1,63.5,165
2298,8,3,6,2,2,16,2,3,1,30,1,31,2,29,1.79,2,1,29,15,35,5.51,1,1,30,2,30,1.8,2,8,30,12,30,9.64,1,46.4,155.8
2299,8,3,6,2,2,17,2,3,2,40,0,30,1,10,0.69,2,2,40,0,20,2.00,2,0,50,2,30,1.3,2,5,15,10,20,6.70,1,80.1,159
2300,8,3,6,2,1,16,1,3,2,30,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,10,0,18,0,12.29,1,59,158
2301,8,3,6,2,2,17,1,5,2,30,2,30,2,31,2.50,1,10,29,15,30,11.92,1,2,2,2,1,2.0,1,6,30,12,30,8.21,1,65,161.3
2302,8,3,6,2,1,15,1,3,1,30,0,0,6,31,1.86,2,0,0,6,31,1.86,2,0,0,0,0,0.0,2,10,21,15,28,11.81,1,42.1,152.5
2303,8,3,6,2,2,16,2,3,1,30,2,60,3,60,3.29,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,15,60,24,60,18.57,1,58.5,171.5
2304,8,3,6,2,1,16,1,2,3,29,3,32,10,29,5.52,1,1,0,1,0,1.00,2,1,1,1,1,1.0,2,1,50,11,35,4.62,1,49.2,149.3
2305,8,3,6,2,1,17,1,1,2,10,3,10,24,50,9.36,1,3,2,1,1,2.46,1,1,1,3,10,1.6,2,15,30,24,8,17.97,1,93.7,160
2306,8,3,6,2,2,17,2,1,0,0,1,0,6,0,2.43,1,1,30,4,0,2.21,1,0,40,4,0,1.6,2,3,0,10,0,5.00,1,87.3,162.3
2307,8,3,6,2,2,16,1,7,1,15,1,17,3,30,1.92,2,2,21,4,30,2.96,1,1,10,2,17,1.5,2,2,1,6,30,3.30,1,59.7,164.5
2308,8,3,6,2,2,16,1,7,2,30,1,30,4,3,2.23,1,2,40,7,19,4.00,1,2,3,2,16,2.1,1,4,6,8,23,5.32,1,56.3,156.5
2309,8,3,6,2,2,16,2,3,1,0,0,20,1,0,0.52,2,3,0,9,0,4.71,1,2,0,9,0,4.0,1,2,0,3,0,2.29,1,76.8,165
2310,8,3,6,2,1,16,2,1,1,2,0,20,0,0,0.24,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,11,9,24,13,14.88,1,58.3,154
2311,8,3,6,2,2,16,2,1,0,0,0,0,0,0,0.00,2,0,20,2,0,0.81,2,1,0,4,0,1.9,2,3,0,13,0,5.86,1,52.7,170
2312,8,3,6,2,1,16,2,3,1,0,0,25,1,0,0.58,2,3,30,8,0,4.79,1,0,0,0,0,0.0,2,3,30,6,30,4.36,1,44.9,156.5
2313,8,3,6,3,1,17,1,1,0,0,3,30,15,0,6.79,1,2,30,4,30,3.07,1,0,0,0,0,0.0,2,12,0,14,57,12.84,1,73.4,163
2314,8,3,6,3,2,17,1,4,7,29,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,15,0,4.3,1,5,0,7,0,5.57,1,65.7,159.3
2315,8,3,6,3,2,18,1,7,2,0,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,4,0,6,0,4.57,1,59.8,163.7
2316,8,3,6,3,1,17,2,1,0,0,1,0,5,0,2.14,1,4,0,6,0,4.57,1,1,0,1,0,1.0,2,5,0,8,0,5.86,1,78.5,168
2317,8,3,6,3,1,18,1,6,1,30,2,30,3,30,2.79,1,1,10,0,0,0.83,2,0,0,0,0,0.0,2,6,30,10,0,7.50,1,55.4,164
2318,8,3,6,3,1,17,2,3,1,30,1,30,3,30,2.07,1,2,20,2,40,2.43,1,0,0,0,0,0.0,2,3,30,4,40,3.83,1,54,156.8
2319,8,3,6,3,1,16,1,4,1,20,0,26,2,0,0.88,2,1,40,0,20,1.29,2,0,0,0,0,0.0,2,3,40,5,30,4.19,1,58.3,162
2320,8,3,6,3,2,18,1,6,1,30,1,0,3,0,1.57,2,0,30,0,0,0.36,2,0,0,0,0,0.0,2,2,0,4,0,2.57,1,86.4,184.3
2321,8,3,6,3,2,17,2,1,0,0,1,20,2,40,1.71,2,1,30,4,30,2.36,1,0,0,0,0,0.0,2,4,30,6,0,4.93,1,54.2,166
2322,8,3,6,3,2,17,2,1,0,9,1,2,1,2,1.03,2,2,2,1,2,1.75,2,1,3,2,9,1.4,2,2,16,24,19,8.57,1,72.2,170.5
2323,8,3,4,2,2,16,1,1,1,25,2,30,3,30,2.79,1,8,20,6,20,7.76,1,1,10,1,8,1.2,2,10,20,13,20,11.19,1,62.1,172
2324,8,3,4,2,1,18,1,8,2,30,2,10,4,20,2.79,1,1,20,1,20,1.33,2,1,20,1,20,1.3,2,2,30,4,30,3.07,1,55.1,169
2325,8,3,4,2,1,16,2,2,1,0,2,30,10,30,4.79,1,1,11,6,40,2.75,1,1,0,1,0,1.0,2,20,0,20,0,20.00,1,84.9,159.3
2326,8,3,4,2,1,16,2,2,1,0,2,30,3,11,2.70,1,1,5,1,4,1.08,2,1,1,1,2,1.0,2,15,26,22,30,17.45,1,58.4,156
2327,8,3,4,2,2,16,2,7,1,30,0,30,0,0,0.36,2,3,0,1,0,2.43,1,0,0,0,0,0.0,2,3,0,1,0,2.43,1,63.6,176.6
2328,8,3,4,2,2,16,1,8,4,0,0,30,6,0,2.07,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,12,30,14,60,13.21,1,64.4,167.5
2329,16,4,4,2,2,17,1,5,13,32,24,32,24,38,24.56,1,20,33,20,49,20.63,1,17,36,14,32,16.7,1,24,35,24,44,24.63,1,63,160.6
2330,8,3,4,2,1,16,2,1,1,34,1,2,1,4,1.04,2,0,3,2,33,0.76,2,0,2,0,7,0.1,2,8,0,6,9,7.47,1,66.9,149.5
2331,8,3,6,2,2,18,1,7,2,1,0,0,1,0,0.29,2,1,0,0,0,0.71,2,0,0,0,0,0.0,2,4,0,6,0,4.57,1,88.7,173
2332,8,3,6,3,2,16,1,4,2,19,4,60,10,60,6.71,1,4,25,5,60,4.87,1,4,11,3,9,3.9,1,4,12,5,14,4.50,1,48.6,161
2333,8,3,6,3,1,18,1,2,1,30,1,20,1,20,1.33,2,2,20,2,15,2.31,1,0,0,0,0,0.0,2,4,0,6,0,4.57,1,43.2,152
2334,8,3,6,3,1,18,1,8,3,0,0,0,0,0,0.00,2,2,0,5,0,2.86,1,0,0,0,0,0.0,2,9,0,15,0,10.71,1,65.4,160.5
2335,8,3,6,3,2,17,1,5,4,0,0,0,0,0,0.00,2,3,0,6,30,4.00,1,0,0,0,0,0.0,2,4,0,9,0,5.43,1,169,60.4
2336,8,3,6,3,1,17,1,6,2,60,3,30,1,30,2.93,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,4,0,10,0,5.71,1,46.1,155.2
2337,8,3,6,3,2,16,1,5,2,44,3,39,6,45,4.54,1,6,20,12,22,8.06,1,0,35,5,21,1.9,2,16,21,18,14,16.89,1,54.9,171.5
2338,8,3,6,3,2,18,1,3,3,6,7,21,6,32,7.12,1,5,11,6,11,5.47,1,3,44,6,33,4.5,1,5,11,6,34,5.58,1,60.7,163
2339,8,3,6,3,2,17,1,8,4,35,1,30,4,40,2.40,1,1,0,0,0,0.71,2,0,0,0,0,0.0,2,5,0,8,0,5.86,1,66.1,167.5
2340,8,3,6,3,2,17,1,6,2,30,1,10,1,10,1.17,2,2,2,1,2,1.75,2,1,1,1,0,1.0,2,8,4,6,3,7.49,1,97.3,170
2341,8,3,6,3,2,17,1,6,1,30,0,0,0,0,0.00,2,2,0,7,0,3.43,1,1,0,2,0,1.3,2,8,0,8,0,8.00,1,65.4,165
2342,8,3,6,3,1,16,1,3,0,40,0,30,2,31,1.08,2,1,0,3,0,1.57,2,0,0,0,0,0.0,2,2,0,4,30,2.71,1,57.3,162.3
2343,8,3,6,3,1,17,1,4,2,30,0,0,5,0,1.43,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,3,0,5,0,3.57,1,47.9,150.8
2344,8,3,6,3,1,17,1,2,0,30,0,0,10,0,2.86,1,2,0,12,0,4.86,1,0,0,0,0,0.0,2,6,0,12,0,7.71,1,50.7,154
2345,8,3,4,2,1,16,1,3,1,60,1,60,1,60,2.00,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,3,60,7,60,5.14,1,52.2,155
2346,8,3,4,2,1,16,2,3,0,15,0,0,0,0,0.00,2,0,0,4,0,1.14,2,0,0,0,0,0.0,2,8,0,10,0,8.57,1,50.1,156.5
2347,8,3,4,2,1,16,1,3,3,13,1,1,1,1,1.02,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,12,51,7,25,11.30,1,45.3,150.5
2348,8,3,4,2,1,16,1,8,2,30,0,0,0,0,0.00,2,0,0,5,44,1.64,2,0,0,0,0,0.0,2,5,30,9,27,6.63,1,54,157
2349,8,3,4,2,1,15,2,1,1,40,6,30,10,30,7.64,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,8,0,10,36,8.74,1,91.1,171.5
2350,8,3,4,2,1,15,2,2,0,20,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,20,60,20,60,21.00,1,59.2,163
2351,8,3,4,2,2,16,1,7,2,45,1,34,1,29,1.54,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,1,29,1,23,1.45,2,70.6,182
2352,8,3,4,2,2,16,1,2,3,30,2,6,6,6,3.24,1,1,4,5,4,2.21,1,1,4,1,2,1.1,2,2,1,6,4,3.17,1,54.1,154.3
2353,8,3,4,2,2,18,1,3,10,14,10,10,10,20,10.21,1,10,20,5,10,8.86,1,18,22,10,11,16.0,1,20,10,20,17,20.20,1,75.9,165
2354,8,3,4,2,1,16,1,3,1,35,4,35,5,40,4.89,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,3,25,4,35,3.75,1,39.5,145.5
2355,8,3,4,2,2,17,1,3,1,19,4,15,4,15,4.25,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,3,19,3,19,3.32,1,62.1,163
2356,8,3,4,2,1,16,2,6,0,10,3,0,3,0,3.00,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,1,0,2,0,1.29,2,109.1,160
2357,8,3,4,2,1,16,2,3,2,30,4,12,8,20,5.38,1,0,0,0,0,0.00,2,0,0,1,0,0.3,2,13,42,15,8,14.11,1,53.9,158.5
2358,8,3,4,2,2,17,1,2,10,48,5,10,4,6,4.86,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,10,30,3,10,8.40,1,63.7,164.6
2359,8,3,4,2,1,16,1,3,1,30,0,0,0,10,0.05,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,6,60,23,60,11.86,1,43.2,155.3
2360,8,3,4,2,1,17,1,3,1,20,1,0,3,30,1.71,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,10,60,24,60,15.00,1,61.7,156.7
2361,8,3,4,2,1,18,1,3,4,11,1,5,6,11,2.54,1,3,9,5,11,3.73,1,3,9,4,12,3.5,1,7,19,5,18,6.74,1,61.9,150.5
2362,8,3,4,2,1,17,2,1,1,10,5,42,15,60,8.64,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,12,60,24,60,16.43,1,64.6,152.5
2363,8,3,4,2,1,17,2,1,3,45,6,29,24,42,11.69,1,2,30,4,30,3.07,1,4,30,4,30,4.5,1,24,30,24,30,24.50,1,97.7,155.5
2364,8,3,4,2,2,16,1,3,2,0,1,0,3,0,1.57,2,3,0,3,0,3.00,1,0,0,0,0,0.0,2,3,0,3,0,3.00,1,51.3,166
2365,8,3,4,2,2,16,2,1,2,60,4,60,2,60,4.43,1,4,60,2,60,4.43,1,3,15,2,8,2.9,1,3,9,5,37,3.85,1,66.7,171.5
2366,8,3,4,2,2,17,1,6,1,31,9,36,14,38,11.04,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,1,1,1,1,1.02,2,63.8,157
2367,8,3,4,2,2,16,1,2,1,30,2,10,1,20,1.93,2,0,0,0,0,0.00,2,1,1,2,2,1.3,2,4,6,6,10,4.69,1,57.2,165.5
2368,8,3,4,2,1,16,2,6,3,0,1,1,4,10,1.92,2,1,2,1,3,1.04,2,1,2,2,3,1.3,2,18,60,19,60,19.29,1,77.1,165.3
2369,8,3,4,2,1,16,1,3,11,13,2,6,5,17,3.01,1,11,38,6,46,10.24,1,7,27,7,24,7.4,1,7,25,3,7,6.19,1,49.4,152.5
2370,8,3,4,1,2,15,1,6,3,30,0,30,0,30,0.50,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,10,0,10,0,10.00,1,56.3,169
2371,8,3,4,1,2,16,1,2,2,30,1,30,3,60,2.21,1,1,30,3,40,2.12,1,3,40,1,30,3.0,1,1,10,1,21,1.22,2,53.2,161
2371,3,1,1,1,2,16,1,2,4,15,7,26,10,24,8.28,1,9,31,7,27,8.93,1,6,17,10,19,7.4,1,9,23,9,9,9.32,1,53.2,161
2372,8,3,4,1,2,15,1,8,24,60,5,20,3,40,4.86,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,0,0,0,0,0.00,2,47.9,167
2373,8,3,5,1,2,15,1,5,3,30,2,30,1,46,2.29,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,1,32,5,30,2.67,1,49.1,159.5
2374,8,3,4,1,2,15,1,7,6,0,5,0,12,0,7.00,1,0,0,1,0,0.29,2,5,0,3,0,4.4,1,16,0,16,0,16.00,1,58,160
2375,8,3,4,1,2,15,1,3,3,50,4,30,2,10,3.83,1,0,0,0,0,0.00,2,3,10,2,15,2.9,1,8,10,8,10,8.17,1,62.8,173.5
2376,8,3,5,1,2,15,1,3,2,30,0,30,1,30,0.79,2,4,0,3,0,3.71,1,0,0,0,0,0.0,2,10,0,9,0,9.71,1,54.3,160
2377,8,3,4,1,2,17,1,7,16,26,11,33,5,18,9.76,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,0,0,0,0,0.00,2,59.2,167
2378,8,3,4,1,2,17,1,7,10,25,2,9,1,60,2.11,1,9,9,17,27,11.52,1,10,16,14,27,11.5,1,8,23,10,27,8.97,1,76.5,169.5
2379,8,3,4,1,2,17,1,8,10,30,3,30,5,10,3.98,1,3,30,3,20,3.45,1,8,11,5,30,7.4,1,6,20,8,20,6.90,1,65.8,165
2380,8,3,4,1,1,18,1,1,0,0,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,24,60,24,60,25.00,1,54.1,165
2381,8,3,4,1,2,16,2,1,0,0,7,0,9,0,7.57,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,6,30,9,0,7.21,1,44.3,157
2382,8,3,4,1,1,15,1,1,0,30,0,0,0,0,0.00,2,0,0,0,0,0.00,2,0,0,0,0,0.0,2,24,60,24,60,25.00,1,60.7,158
2383,8,3,4,1,2,17,1,5,1,40,3,50,6,60,4.74,1,0,0,0,0,0.00,2,0,0,0,0,0.0,2,4,60,7,60,5.86,1,70.4,161.4
